노선,지점번호,구간,방향,계
중부내륙선의지선,45104,화원옥포~유천하이패스,종점,2018
중부내륙선의지선,45104,화원옥포~유천하이패스,종점,47619
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,3097
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,3052
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2266
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2325
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2099
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,1739
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,1820
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2042
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2045
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2354
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,3170
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,3738
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,2336
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,1315
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,890
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,606
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,391
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,218
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,171
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,167
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,202
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,241
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,596
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,1330
중부내륙선의지선,45104-1,유천하이패스~남대구,기점,38210
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2462
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2736
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2287
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2142
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,1972
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,1872
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2041
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,1993
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2027
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2337
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2594
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,2537
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,1539
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,1071
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,697
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,462
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,324
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,213
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,144
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,148
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,178
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,295
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,597
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,1313
중부내륙선의지선,45104-1,유천하이패스~남대구,종점,33981
중부내륙선의지선,45105,남대구~서대구,기점,2263
중부내륙선의지선,45105,남대구~서대구,기점,2205
중부내륙선의지선,45105,남대구~서대구,기점,1649
중부내륙선의지선,45105,남대구~서대구,기점,1733
중부내륙선의지선,45105,남대구~서대구,기점,1544
중부내륙선의지선,45105,남대구~서대구,기점,1337
중부내륙선의지선,45105,남대구~서대구,기점,1384
중부내륙선의지선,45105,남대구~서대구,기점,1552
중부내륙선의지선,45105,남대구~서대구,기점,1583
중부내륙선의지선,45105,남대구~서대구,기점,1849
중부내륙선의지선,45105,남대구~서대구,기점,2451
중부내륙선의지선,45105,남대구~서대구,기점,2579
중부내륙선의지선,45105,남대구~서대구,기점,1229
중부내륙선의지선,45105,남대구~서대구,기점,856
중부내륙선의지선,45105,남대구~서대구,기점,589
중부내륙선의지선,45105,남대구~서대구,기점,374
중부내륙선의지선,45105,남대구~서대구,기점,250
중부내륙선의지선,45105,남대구~서대구,기점,152
중부내륙선의지선,45105,남대구~서대구,기점,102
중부내륙선의지선,45105,남대구~서대구,기점,101
중부내륙선의지선,45105,남대구~서대구,기점,121
중부내륙선의지선,45105,남대구~서대구,기점,195
중부내륙선의지선,45105,남대구~서대구,기점,414
중부내륙선의지선,45105,남대구~서대구,기점,895
중부내륙선의지선,45105,남대구~서대구,기점,27407
중부내륙선의지선,45105,남대구~서대구,종점,1732
중부내륙선의지선,45105,남대구~서대구,종점,1895
중부내륙선의지선,45105,남대구~서대구,종점,1561
중부내륙선의지선,45105,남대구~서대구,종점,1492
중부내륙선의지선,45105,남대구~서대구,종점,1393
중부내륙선의지선,45105,남대구~서대구,종점,1275
중부내륙선의지선,45105,남대구~서대구,종점,1357
중부내륙선의지선,45105,남대구~서대구,종점,1473
중부내륙선의지선,45105,남대구~서대구,종점,1490
중부내륙선의지선,45105,남대구~서대구,종점,1622
중부내륙선의지선,45105,남대구~서대구,종점,1879
중부내륙선의지선,45105,남대구~서대구,종점,1715
중부내륙선의지선,45105,남대구~서대구,종점,1358
중부내륙선의지선,45105,남대구~서대구,종점,704
중부내륙선의지선,45105,남대구~서대구,종점,514
중부내륙선의지선,45105,남대구~서대구,종점,317
중부내륙선의지선,45105,남대구~서대구,종점,246
중부내륙선의지선,45105,남대구~서대구,종점,114
중부내륙선의지선,45105,남대구~서대구,종점,104
중부내륙선의지선,45105,남대구~서대구,종점,79
중부내륙선의지선,45105,남대구~서대구,종점,99
중부내륙선의지선,45105,남대구~서대구,종점,191
중부내륙선의지선,45105,남대구~서대구,종점,416
중부내륙선의지선,45105,남대구~서대구,종점,828
중부내륙선의지선,45105,남대구~서대구,종점,23854
중부내륙선의지선,45107,서대구~금호JCT,기점,3783
중부내륙선의지선,45107,서대구~금호JCT,기점,4322
중부내륙선의지선,45107,서대구~금호JCT,기점,3610
중부내륙선의지선,45107,서대구~금호JCT,기점,3738
중부내륙선의지선,45107,서대구~금호JCT,기점,3370
중부내륙선의지선,45107,서대구~금호JCT,기점,3189
중부내륙선의지선,45107,서대구~금호JCT,기점,3576
중부내륙선의지선,45107,서대구~금호JCT,기점,4145
중부내륙선의지선,45107,서대구~금호JCT,기점,4217
중부내륙선의지선,45107,서대구~금호JCT,기점,4814
중부내륙선의지선,45107,서대구~금호JCT,기점,6035
중부내륙선의지선,45107,서대구~금호JCT,기점,5762
중부내륙선의지선,45107,서대구~금호JCT,기점,3101
중부내륙선의지선,45107,서대구~금호JCT,기점,2544
중부내륙선의지선,45107,서대구~금호JCT,기점,1851
중부내륙선의지선,45107,서대구~금호JCT,기점,1210
중부내륙선의지선,45107,서대구~금호JCT,기점,847
중부내륙선의지선,45107,서대구~금호JCT,기점,493
중부내륙선의지선,45107,서대구~금호JCT,기점,322
중부내륙선의지선,45107,서대구~금호JCT,기점,263
중부내륙선의지선,45107,서대구~금호JCT,기점,274
중부내륙선의지선,45107,서대구~금호JCT,기점,546
중부내륙선의지선,45107,서대구~금호JCT,기점,1258
중부내륙선의지선,45107,서대구~금호JCT,기점,2441
중부내륙선의지선,45107,서대구~금호JCT,기점,65711
중부내륙선의지선,45107,서대구~금호JCT,종점,4514
중부내륙선의지선,45107,서대구~금호JCT,종점,4333
중부내륙선의지선,45107,서대구~금호JCT,종점,4065
중부내륙선의지선,45107,서대구~금호JCT,종점,4142
중부내륙선의지선,45107,서대구~금호JCT,종점,4086
중부내륙선의지선,45107,서대구~금호JCT,종점,3586
중부내륙선의지선,45107,서대구~금호JCT,종점,3651
중부내륙선의지선,45107,서대구~금호JCT,종점,3742
중부내륙선의지선,45107,서대구~금호JCT,종점,3731
중부내륙선의지선,45107,서대구~금호JCT,종점,3854
중부내륙선의지선,45107,서대구~금호JCT,종점,3806
중부내륙선의지선,45107,서대구~금호JCT,종점,3773
중부내륙선의지선,45107,서대구~금호JCT,종점,3436
중부내륙선의지선,45107,서대구~금호JCT,종점,1760
중부내륙선의지선,45107,서대구~금호JCT,종점,1403
중부내륙선의지선,45107,서대구~금호JCT,종점,1001
중부내륙선의지선,45107,서대구~금호JCT,종점,683
중부내륙선의지선,45107,서대구~금호JCT,종점,365
중부내륙선의지선,45107,서대구~금호JCT,종점,288
중부내륙선의지선,45107,서대구~금호JCT,종점,264
중부내륙선의지선,45107,서대구~금호JCT,종점,309
중부내륙선의지선,45107,서대구~금호JCT,종점,510
중부내륙선의지선,45107,서대구~금호JCT,종점,1138
중부내륙선의지선,45107,서대구~금호JCT,종점,2534
중부내륙선의지선,45107,서대구~금호JCT,종점,60974
중앙선의지선,55104,김해JCT~대동JCT,기점,1541
중앙선의지선,55104,김해JCT~대동JCT,기점,1664
중앙선의지선,55104,김해JCT~대동JCT,기점,1457
중앙선의지선,55104,김해JCT~대동JCT,기점,1372
중앙선의지선,55104,김해JCT~대동JCT,기점,1296
중앙선의지선,55104,김해JCT~대동JCT,기점,1095
중앙선의지선,55104,김해JCT~대동JCT,기점,1218
중앙선의지선,55104,김해JCT~대동JCT,기점,1362
중앙선의지선,55104,김해JCT~대동JCT,기점,1366
중앙선의지선,55104,김해JCT~대동JCT,기점,1527
중앙선의지선,55104,김해JCT~대동JCT,기점,1627
중앙선의지선,55104,김해JCT~대동JCT,기점,1225
중앙선의지선,55104,김해JCT~대동JCT,기점,768
중앙선의지선,55104,김해JCT~대동JCT,기점,663
중앙선의지선,55104,김해JCT~대동JCT,기점,433
중앙선의지선,55104,김해JCT~대동JCT,기점,322
중앙선의지선,55104,김해JCT~대동JCT,기점,280
중앙선의지선,55104,김해JCT~대동JCT,기점,145
중앙선의지선,55104,김해JCT~대동JCT,기점,127
중앙선의지선,55104,김해JCT~대동JCT,기점,94
중앙선의지선,55104,김해JCT~대동JCT,기점,114
중앙선의지선,55104,김해JCT~대동JCT,기점,151
중앙선의지선,55104,김해JCT~대동JCT,기점,350
중앙선의지선,55104,김해JCT~대동JCT,기점,746
중앙선의지선,55104,김해JCT~대동JCT,기점,20943
중앙선의지선,55104,김해JCT~대동JCT,종점,1363
중앙선의지선,55104,김해JCT~대동JCT,종점,1525
중앙선의지선,55104,김해JCT~대동JCT,종점,1454
중앙선의지선,55104,김해JCT~대동JCT,종점,1464
중앙선의지선,55104,김해JCT~대동JCT,종점,1390
중앙선의지선,55104,김해JCT~대동JCT,종점,1204
중앙선의지선,55104,김해JCT~대동JCT,종점,1354
중앙선의지선,55104,김해JCT~대동JCT,종점,1369
중앙선의지선,55104,김해JCT~대동JCT,종점,1251
중앙선의지선,55104,김해JCT~대동JCT,종점,1442
중앙선의지선,55104,김해JCT~대동JCT,종점,1546
중앙선의지선,55104,김해JCT~대동JCT,종점,1427
중앙선의지선,55104,김해JCT~대동JCT,종점,834
중앙선의지선,55104,김해JCT~대동JCT,종점,649
중앙선의지선,55104,김해JCT~대동JCT,종점,543
중앙선의지선,55104,김해JCT~대동JCT,종점,369
중앙선의지선,55104,김해JCT~대동JCT,종점,275
중앙선의지선,55104,김해JCT~대동JCT,종점,135
중앙선의지선,55104,김해JCT~대동JCT,종점,108
중앙선의지선,55104,김해JCT~대동JCT,종점,100
중앙선의지선,55104,김해JCT~대동JCT,종점,111
중앙선의지선,55104,김해JCT~대동JCT,종점,138
중앙선의지선,55104,김해JCT~대동JCT,종점,395
중앙선의지선,55104,김해JCT~대동JCT,종점,759
중앙선의지선,55104,김해JCT~대동JCT,종점,21205
중앙선의지선,55101,대동JCT~물금,기점,3122
중앙선의지선,55101,대동JCT~물금,기점,3376
중앙선의지선,55101,대동JCT~물금,기점,3101
중앙선의지선,55101,대동JCT~물금,기점,3212
중앙선의지선,55101,대동JCT~물금,기점,3155
중앙선의지선,55101,대동JCT~물금,기점,2881
중앙선의지선,55101,대동JCT~물금,기점,2938
중앙선의지선,55101,대동JCT~물금,기점,3198
중앙선의지선,55101,대동JCT~물금,기점,3287
중앙선의지선,55101,대동JCT~물금,기점,3328
중앙선의지선,55101,대동JCT~물금,기점,3337
중앙선의지선,55101,대동JCT~물금,기점,2919
중앙선의지선,55101,대동JCT~물금,기점,2206
중앙선의지선,55101,대동JCT~물금,기점,1635
중앙선의지선,55101,대동JCT~물금,기점,1283
중앙선의지선,55101,대동JCT~물금,기점,954
중앙선의지선,55101,대동JCT~물금,기점,657
중앙선의지선,55101,대동JCT~물금,기점,433
중앙선의지선,55101,대동JCT~물금,기점,312
중앙선의지선,55101,대동JCT~물금,기점,264
중앙선의지선,55101,대동JCT~물금,기점,275
중앙선의지선,55101,대동JCT~물금,기점,388
중앙선의지선,55101,대동JCT~물금,기점,823
중앙선의지선,55101,대동JCT~물금,기점,1856
중앙선의지선,55101,대동JCT~물금,기점,48940
중앙선의지선,55101,대동JCT~물금,종점,2468
중앙선의지선,55101,대동JCT~물금,종점,2765
중앙선의지선,55101,대동JCT~물금,종점,2869
중앙선의지선,55101,대동JCT~물금,종점,3184
중앙선의지선,55101,대동JCT~물금,종점,3299
중앙선의지선,55101,대동JCT~물금,종점,3108
중앙선의지선,55101,대동JCT~물금,종점,3092
중앙선의지선,55101,대동JCT~물금,종점,3284
중앙선의지선,55101,대동JCT~물금,종점,3291
중앙선의지선,55101,대동JCT~물금,종점,3382
중앙선의지선,55101,대동JCT~물금,종점,3789
중앙선의지선,55101,대동JCT~물금,종점,3560
중앙선의지선,55101,대동JCT~물금,종점,2655
중앙선의지선,55101,대동JCT~물금,종점,1895
중앙선의지선,55101,대동JCT~물금,종점,1443
중앙선의지선,55101,대동JCT~물금,종점,1029
중앙선의지선,55101,대동JCT~물금,종점,692
중앙선의지선,55101,대동JCT~물금,종점,447
중앙선의지선,55101,대동JCT~물금,종점,314
중앙선의지선,55101,대동JCT~물금,종점,258
중앙선의지선,55101,대동JCT~물금,종점,248
중앙선의지선,55101,대동JCT~물금,종점,347
중앙선의지선,55101,대동JCT~물금,종점,740
중앙선의지선,55101,대동JCT~물금,종점,1646
중앙선의지선,55101,대동JCT~물금,종점,49805
중앙선의지선,55102,물금~남양산,기점,3181
중앙선의지선,55102,물금~남양산,기점,3059
중앙선의지선,55102,물금~남양산,기점,2971
중앙선의지선,55102,물금~남양산,기점,2809
중앙선의지선,55102,물금~남양산,기점,2613
중앙선의지선,55102,물금~남양산,기점,2256
중앙선의지선,55102,물금~남양산,기점,2576
중앙선의지선,55102,물금~남양산,기점,2854
중앙선의지선,55102,물금~남양산,기점,2849
중앙선의지선,55102,물금~남양산,기점,2901
중앙선의지선,55102,물금~남양산,기점,3082
중앙선의지선,55102,물금~남양산,기점,2548
중앙선의지선,55102,물금~남양산,기점,1607
중앙선의지선,55102,물금~남양산,기점,1182
중앙선의지선,55102,물금~남양산,기점,797
중앙선의지선,55102,물금~남양산,기점,592
중앙선의지선,55102,물금~남양산,기점,465
중앙선의지선,55102,물금~남양산,기점,266
중앙선의지선,55102,물금~남양산,기점,193
중앙선의지선,55102,물금~남양산,기점,186
중앙선의지선,55102,물금~남양산,기점,222
중앙선의지선,55102,물금~남양산,기점,324
중앙선의지선,55102,물금~남양산,기점,729
중앙선의지선,55102,물금~남양산,기점,1506
중앙선의지선,55102,물금~남양산,기점,41768
중앙선의지선,55102,물금~남양산,종점,2639
중앙선의지선,55102,물금~남양산,종점,2963
중앙선의지선,55102,물금~남양산,종점,3129
중앙선의지선,55102,물금~남양산,종점,3159
중앙선의지선,55102,물금~남양산,종점,3114
중앙선의지선,55102,물금~남양산,종점,2706
중앙선의지선,55102,물금~남양산,종점,2584
중앙선의지선,55102,물금~남양산,종점,2770
중앙선의지선,55102,물금~남양산,종점,2661
중앙선의지선,55102,물금~남양산,종점,2846
중앙선의지선,55102,물금~남양산,종점,3077
중앙선의지선,55102,물금~남양산,종점,2853
중앙선의지선,55102,물금~남양산,종점,1639
중앙선의지선,55102,물금~남양산,종점,1409
중앙선의지선,55102,물금~남양산,종점,928
중앙선의지선,55102,물금~남양산,종점,626
중앙선의지선,55102,물금~남양산,종점,475
중앙선의지선,55102,물금~남양산,종점,252
중앙선의지선,55102,물금~남양산,종점,191
중앙선의지선,55102,물금~남양산,종점,176
중앙선의지선,55102,물금~남양산,종점,189
중앙선의지선,55102,물금~남양산,종점,345
중앙선의지선,55102,물금~남양산,종점,900
중앙선의지선,55102,물금~남양산,종점,1842
중앙선의지선,55102,물금~남양산,종점,43473
중앙선의지선,55103,남양산~양산JCT,기점,2051
중앙선의지선,55103,남양산~양산JCT,기점,2437
중앙선의지선,55103,남양산~양산JCT,기점,2257
중앙선의지선,55103,남양산~양산JCT,기점,2258
중앙선의지선,55103,남양산~양산JCT,기점,2233
중앙선의지선,55103,남양산~양산JCT,기점,2190
중앙선의지선,55103,남양산~양산JCT,기점,2470
중앙선의지선,55103,남양산~양산JCT,기점,2643
중앙선의지선,55103,남양산~양산JCT,기점,2842
중앙선의지선,55103,남양산~양산JCT,기점,2771
중앙선의지선,55103,남양산~양산JCT,기점,3221
중앙선의지선,55103,남양산~양산JCT,기점,2728
중앙선의지선,55103,남양산~양산JCT,기점,2076
중앙선의지선,55103,남양산~양산JCT,기점,1669
중앙선의지선,55103,남양산~양산JCT,기점,1249
중앙선의지선,55103,남양산~양산JCT,기점,892
중앙선의지선,55103,남양산~양산JCT,기점,654
중앙선의지선,55103,남양산~양산JCT,기점,336
중앙선의지선,55103,남양산~양산JCT,기점,248
중앙선의지선,55103,남양산~양산JCT,기점,195
중앙선의지선,55103,남양산~양산JCT,기점,223
중앙선의지선,55103,남양산~양산JCT,기점,324
중앙선의지선,55103,남양산~양산JCT,기점,799
중앙선의지선,55103,남양산~양산JCT,기점,1227
중앙선의지선,55103,남양산~양산JCT,기점,39993
중앙선의지선,55103,남양산~양산JCT,종점,2908
중앙선의지선,55103,남양산~양산JCT,종점,2912
중앙선의지선,55103,남양산~양산JCT,종점,2903
중앙선의지선,55103,남양산~양산JCT,종점,2872
중앙선의지선,55103,남양산~양산JCT,종점,2802
중앙선의지선,55103,남양산~양산JCT,종점,2320
중앙선의지선,55103,남양산~양산JCT,종점,2303
중앙선의지선,55103,남양산~양산JCT,종점,2456
중앙선의지선,55103,남양산~양산JCT,종점,2388
중앙선의지선,55103,남양산~양산JCT,종점,2256
중앙선의지선,55103,남양산~양산JCT,종점,2292
중앙선의지선,55103,남양산~양산JCT,종점,2065
중앙선의지선,55103,남양산~양산JCT,종점,1338
중앙선의지선,55103,남양산~양산JCT,종점,1134
중앙선의지선,55103,남양산~양산JCT,종점,907
중앙선의지선,55103,남양산~양산JCT,종점,651
중앙선의지선,55103,남양산~양산JCT,종점,480
중앙선의지선,55103,남양산~양산JCT,종점,287
중앙선의지선,55103,남양산~양산JCT,종점,201
중앙선의지선,55103,남양산~양산JCT,종점,192
중앙선의지선,55103,남양산~양산JCT,종점,192
중앙선의지선,55103,남양산~양산JCT,종점,333
중앙선의지선,55103,남양산~양산JCT,종점,680
중앙선의지선,55103,남양산~양산JCT,종점,1662
중앙선의지선,55103,남양산~양산JCT,종점,38534
부산외곽순환선,60001,진영JCT~진영,기점,928
부산외곽순환선,60001,진영JCT~진영,기점,1089
부산외곽순환선,60001,진영JCT~진영,기점,1212
부산외곽순환선,60001,진영JCT~진영,기점,1238
부산외곽순환선,60001,진영JCT~진영,기점,1066
부산외곽순환선,60001,진영JCT~진영,기점,901
부산외곽순환선,60001,진영JCT~진영,기점,834
부산외곽순환선,60001,진영JCT~진영,기점,879
부산외곽순환선,60001,진영JCT~진영,기점,901
부산외곽순환선,60001,진영JCT~진영,기점,986
부산외곽순환선,60001,진영JCT~진영,기점,1026
부산외곽순환선,60001,진영JCT~진영,기점,815
부산외곽순환선,60001,진영JCT~진영,기점,514
부산외곽순환선,60001,진영JCT~진영,기점,378
부산외곽순환선,60001,진영JCT~진영,기점,258
부산외곽순환선,60001,진영JCT~진영,기점,209
부산외곽순환선,60001,진영JCT~진영,기점,135
부산외곽순환선,60001,진영JCT~진영,기점,79
부산외곽순환선,60001,진영JCT~진영,기점,72
부산외곽순환선,60001,진영JCT~진영,기점,68
부산외곽순환선,60001,진영JCT~진영,기점,88
부산외곽순환선,60001,진영JCT~진영,기점,170
부산외곽순환선,60001,진영JCT~진영,기점,255
부산외곽순환선,60001,진영JCT~진영,기점,503
부산외곽순환선,60001,진영JCT~진영,기점,14604
부산외곽순환선,60001,진영JCT~진영,종점,943
부산외곽순환선,60001,진영JCT~진영,종점,856
부산외곽순환선,60001,진영JCT~진영,종점,920
부산외곽순환선,60001,진영JCT~진영,종점,997
부산외곽순환선,60001,진영JCT~진영,종점,910
부산외곽순환선,60001,진영JCT~진영,종점,893
부산외곽순환선,60001,진영JCT~진영,종점,881
부산외곽순환선,60001,진영JCT~진영,종점,955
부산외곽순환선,60001,진영JCT~진영,종점,1112
부산외곽순환선,60001,진영JCT~진영,종점,1215
부산외곽순환선,60001,진영JCT~진영,종점,1123
부산외곽순환선,60001,진영JCT~진영,종점,1053
부산외곽순환선,60001,진영JCT~진영,종점,727
부산외곽순환선,60001,진영JCT~진영,종점,488
부산외곽순환선,60001,진영JCT~진영,종점,383
부산외곽순환선,60001,진영JCT~진영,종점,232
부산외곽순환선,60001,진영JCT~진영,종점,159
부산외곽순환선,60001,진영JCT~진영,종점,93
부산외곽순환선,60001,진영JCT~진영,종점,75
부산외곽순환선,60001,진영JCT~진영,종점,69
부산외곽순환선,60001,진영JCT~진영,종점,83
부산외곽순환선,60001,진영JCT~진영,종점,139
부산외곽순환선,60001,진영JCT~진영,종점,313
부산외곽순환선,60001,진영JCT~진영,종점,530
부산외곽순환선,60001,진영JCT~진영,종점,15149
부산외곽순환선,60002,진영~한림,기점,999
부산외곽순환선,60002,진영~한림,기점,1096
부산외곽순환선,60002,진영~한림,기점,1136
부산외곽순환선,60002,진영~한림,기점,1205
부산외곽순환선,60002,진영~한림,기점,1273
부산외곽순환선,60002,진영~한림,기점,1281
부산외곽순환선,60002,진영~한림,기점,1232
부산외곽순환선,60002,진영~한림,기점,1265
부산외곽순환선,60002,진영~한림,기점,1268
부산외곽순환선,60002,진영~한림,기점,1241
부산외곽순환선,60002,진영~한림,기점,1324
부산외곽순환선,60002,진영~한림,기점,1296
부산외곽순환선,60002,진영~한림,기점,975
부산외곽순환선,60002,진영~한림,기점,653
부산외곽순환선,60002,진영~한림,기점,500
부산외곽순환선,60002,진영~한림,기점,366
부산외곽순환선,60002,진영~한림,기점,237
부산외곽순환선,60002,진영~한림,기점,149
부산외곽순환선,60002,진영~한림,기점,102
부산외곽순환선,60002,진영~한림,기점,84
부산외곽순환선,60002,진영~한림,기점,93
부산외곽순환선,60002,진영~한림,기점,138
부산외곽순환선,60002,진영~한림,기점,289
부산외곽순환선,60002,진영~한림,기점,662
부산외곽순환선,60002,진영~한림,기점,18864
부산외곽순환선,60002,진영~한림,종점,521
부산외곽순환선,60002,진영~한림,종점,633
부산외곽순환선,60002,진영~한림,종점,729
부산외곽순환선,60002,진영~한림,종점,870
부산외곽순환선,60002,진영~한림,종점,969
부산외곽순환선,60002,진영~한림,종점,944
부산외곽순환선,60002,진영~한림,종점,972
부산외곽순환선,60002,진영~한림,종점,1038
부산외곽순환선,60002,진영~한림,종점,1105
부산외곽순환선,60002,진영~한림,종점,1202
부산외곽순환선,60002,진영~한림,종점,1281
부산외곽순환선,60002,진영~한림,종점,1147
부산외곽순환선,60002,진영~한림,종점,876
부산외곽순환선,60002,진영~한림,종점,631
부산외곽순환선,60002,진영~한림,종점,459
부산외곽순환선,60002,진영~한림,종점,312
부산외곽순환선,60002,진영~한림,종점,200
부산외곽순환선,60002,진영~한림,종점,127
부산외곽순환선,60002,진영~한림,종점,87
부산외곽순환선,60002,진영~한림,종점,71
부산외곽순환선,60002,진영~한림,종점,73
부산외곽순환선,60002,진영~한림,종점,105
부산외곽순환선,60002,진영~한림,종점,198
부산외곽순환선,60002,진영~한림,종점,359
부산외곽순환선,60002,진영~한림,종점,14909
부산외곽순환선,60003,한림~광재,기점,1304
부산외곽순환선,60003,한림~광재,기점,1605
부산외곽순환선,60003,한림~광재,기점,1501
부산외곽순환선,60003,한림~광재,기점,1464
부산외곽순환선,60003,한림~광재,기점,1277
부산외곽순환선,60003,한림~광재,기점,1038
부산외곽순환선,60003,한림~광재,기점,1015
부산외곽순환선,60003,한림~광재,기점,1093
부산외곽순환선,60003,한림~광재,기점,1126
부산외곽순환선,60003,한림~광재,기점,1116
부산외곽순환선,60003,한림~광재,기점,1144
부산외곽순환선,60003,한림~광재,기점,1183
부산외곽순환선,60003,한림~광재,기점,807
부산외곽순환선,60003,한림~광재,기점,590
부산외곽순환선,60003,한림~광재,기점,306
부산외곽순환선,60003,한림~광재,기점,228
부산외곽순환선,60003,한림~광재,기점,163
부산외곽순환선,60003,한림~광재,기점,85
부산외곽순환선,60003,한림~광재,기점,81
부산외곽순환선,60003,한림~광재,기점,73
부산외곽순환선,60003,한림~광재,기점,102
부산외곽순환선,60003,한림~광재,기점,171
부산외곽순환선,60003,한림~광재,기점,354
부산외곽순환선,60003,한림~광재,기점,749
부산외곽순환선,60003,한림~광재,기점,18575
부산외곽순환선,60003,한림~광재,종점,1382
부산외곽순환선,60003,한림~광재,종점,1072
부산외곽순환선,60003,한림~광재,종점,1192
부산외곽순환선,60003,한림~광재,종점,1261
부산외곽순환선,60003,한림~광재,종점,1163
부산외곽순환선,60003,한림~광재,종점,1147
부산외곽순환선,60003,한림~광재,종점,1147
부산외곽순환선,60003,한림~광재,종점,1314
부산외곽순환선,60003,한림~광재,종점,1400
부산외곽순환선,60003,한림~광재,종점,1519
부산외곽순환선,60003,한림~광재,종점,1611
부산외곽순환선,60003,한림~광재,종점,1081
부산외곽순환선,60003,한림~광재,종점,765
부산외곽순환선,60003,한림~광재,종점,540
부산외곽순환선,60003,한림~광재,종점,455
부산외곽순환선,60003,한림~광재,종점,286
부산외곽순환선,60003,한림~광재,종점,203
부산외곽순환선,60003,한림~광재,종점,108
부산외곽순환선,60003,한림~광재,종점,90
부산외곽순환선,60003,한림~광재,종점,73
부산외곽순환선,60003,한림~광재,종점,108
부산외곽순환선,60003,한림~광재,종점,148
부산외곽순환선,60003,한림~광재,종점,317
부산외곽순환선,60003,한림~광재,종점,564
부산외곽순환선,60003,한림~광재,종점,18946
부산외곽순환선,60004,광재~대감JCT,기점,1877
부산외곽순환선,60004,광재~대감JCT,기점,1693
부산외곽순환선,60004,광재~대감JCT,기점,1865
부산외곽순환선,60004,광재~대감JCT,기점,1771
부산외곽순환선,60004,광재~대감JCT,기점,1577
부산외곽순환선,60004,광재~대감JCT,기점,1232
부산외곽순환선,60004,광재~대감JCT,기점,1269
부산외곽순환선,60004,광재~대감JCT,기점,1424
부산외곽순환선,60004,광재~대감JCT,기점,1372
부산외곽순환선,60004,광재~대감JCT,기점,1402
부산외곽순환선,60004,광재~대감JCT,기점,1887
부산외곽순환선,60004,광재~대감JCT,기점,1529
부산외곽순환선,60004,광재~대감JCT,기점,1031
부산외곽순환선,60004,광재~대감JCT,기점,745
부산외곽순환선,60004,광재~대감JCT,기점,415
부산외곽순환선,60004,광재~대감JCT,기점,309
부산외곽순환선,60004,광재~대감JCT,기점,200
부산외곽순환선,60004,광재~대감JCT,기점,118
부산외곽순환선,60004,광재~대감JCT,기점,90
부산외곽순환선,60004,광재~대감JCT,기점,95
부산외곽순환선,60004,광재~대감JCT,기점,115
부산외곽순환선,60004,광재~대감JCT,기점,197
부산외곽순환선,60004,광재~대감JCT,기점,446
부산외곽순환선,60004,광재~대감JCT,기점,983
부산외곽순환선,60004,광재~대감JCT,기점,23642
부산외곽순환선,60004,광재~대감JCT,종점,1721
