,노선번호,구간,이정,연장,2017,2018,2019,2020,계,1~2종,3~12종,17~20년도_합계,startpoint,endpoint,startpoint_coor,endpoint_coor,rest_count,accident_count
448,,춘천JCT~춘천IC,357.8~370.7,12.9,30390.0,33013.0,36315.0,37475.0,"40,045",30747,3757,137193.0,춘천JCT,춘천IC,"(37.756084915468, 127.787941624999)","(37.8423688537514, 127.76676885756)",1,12
449,강일춘천선,강일JCT~선동IC,0~1,1.0,151853.0,170923.0,180930.0,187740.0,"182,423",158027,14293,691446.0,강일JCT,선동IC,"(37.5319114473726, 127.19631658709)","(37.5809744203531, 127.188497871784)",0,40
450,,선동IC~미사IC,1~2,1.0,114827.0,117179.0,144665.0,148730.0,"134,861",116272,12377,525401.0,선동IC,미사IC,"(37.5809744203531, 127.188497871784)","(37.5809744203531, 127.188497871784)",0,0
451,,미사IC~덕소삼패IC,2~4,2.0,88543.0,84052.0,89200.0,93665.0,"94,368",80734,8571,355460.0,미사IC,덕소삼패IC,"(37.5809744203531, 127.188497871784)","(37.5924857226959, 127.207685290828)",0,0
452,,덕소삼패IC~화도IC,4~14.9,10.9,77132.0,77643.0,87754.0,86082.0,"90,679",77223,7697,328611.0,덕소삼패IC,화도IC,"(37.5924857226959, 127.207685290828)","(37.6318075886669, 127.311299808984)",0,0
453,,화도IC~서종IC,14.9~20.2,5.3,53178.0,56042.0,61077.0,59564.0,"64,857",55426,5653,229861.0,화도IC,서종IC,"(37.6318075886669, 127.311299808984)","(37.634286457028, 127.370172299466)",0,0
454,,서종IC~설악IC,20.2~33.2,13.0,49963.0,49732.0,64005.0,62507.0,"66,803",56883,5743,226207.0,서종IC,설악IC,"(37.634286457028, 127.370172299466)","(37.6696309102942, 127.495617447954)",0,0
455,,설악IC~강촌IC,33.2~47.4,14.2,44438.0,42018.0,44567.0,47632.0,"51,623",43881,4351,178655.0,설악IC,강촌IC,"(37.6696309102942, 127.495617447954)","(37.7346229537189, 127.624573514836)",0,7
456,,강촌IC~남춘천IC,47.4~56.4,9.0,39427.0,38290.0,44831.0,46022.0,"50,024",42354,4134,168570.0,강촌IC,남춘천IC,"(37.7346229537189, 127.624573514836)","(37.7515862118463, 127.72349349015)",0,0
457,,남춘천IC~조양IC,56.4~61.9,5.5,30720.0,34164.0,27547.0,26079.0,"34,783",29670,2730,118510.0,남춘천IC,조양IC,"(37.7515862118463, 127.72349349015)","(37.7571435496949, 127.7837496575)",0,0
458,,조양IC~춘천JCT,61.9~62.3,0.4,32361.0,23247.0,35802.0,35821.0,"40,045",34215,3144,127231.0,조양IC,춘천JCT,"(37.7571435496949, 127.7837496575)","(37.756084915468, 127.787941624999)",0,0
459,서울양양선,춘천JCT~동홍천IC,62.3~78.5,16.2,28377.0,29345.0,32388.0,32106.0,"36,523",31421,2525,122216.0,춘천JCT,동홍천IC,"(37.756084915468, 127.787941624999)","(37.7585436347082, 127.965584540936)",0,0
460,,동홍천IC~내촌IC,78.5~95.3,16.8,24551.0,26342.0,29009.0,30000.0,"32,419",27512,2546,109902.0,동홍천IC,내촌IC,"(37.7585436347082, 127.965584540936)","(37.7887399027595, 128.13937297814)",0,0
461,,내촌IC~인제IC,95.3~115.7,20.4,23478.0,25364.0,26917.0,27177.0,"31,701",26556,2790,102936.0,내촌IC,인제IC,"(37.7887399027595, 128.13937297814)","(37.9141430149767, 128.288501082839)",2,0
462,,인제IC~서양양IC,115.7~140.9,25.2,22334.0,24243.0,25556.0,25786.0,"30,026",25843,2115,97919.0,인제IC,서양양IC,"(37.9141430149767, 128.288501082839)","(37.995069278713, 128.532561647342)",0,0
463,,서양양IC~양양JC,140.9~151.1,10.2,21667.0,22599.0,24740.0,26044.0,"29,862",26351,1449,95050.0,서양양IC,양양JC,"(37.995069278713, 128.532561647342)","(38.067056492235, 128.600497995815)",0,0
464,부산울산선,동부산IC~해운대IC,4.3~6.1,1.8,38713.0,43255.0,43180.0,46273.0,"50,716",42812,3635,171421.0,동부산IC,해운대IC,"(35.2006665169476, 129.203118974085)","(35.2113661225449, 129.20482233487)",0,0
465,,해운대IC~기장IC,6.1~14,7.9,44202.0,48972.0,51395.0,50593.0,"55,848",46941,3927,195162.0,해운대IC,기장IC,"(35.2113661225449, 129.20482233487)","(35.283714704608, 129.150220829684)",0,4
466,,기장IC~장안IC,14~19.4,5.4,40967.0,37781.0,42480.0,42015.0,"46,668",37375,3794,163243.0,기장IC,장안IC,"(35.283714704608, 129.150220829684)","(35.3275733543588, 129.236461985661)",0,2
467,,장안IC~온양IC,19.4~29.7,10.3,42359.0,48994.0,53408.0,49669.0,"55,498",42148,4723,194430.0,장안IC,온양IC,"(35.3275733543588, 129.236461985661)","(35.4136865291637, 129.260625461902)",0,2
468,,온양IC~청량IC,29.7~37.5,7.8,40129.0,43201.0,44403.0,45100.0,"51,445",36828,4821,172833.0,온양IC,청량IC,"(35.4136865291637, 129.260625461902)","(35.4790065117889, 129.281952110403)",0,2
469,,청량IC~울주JCT,37.5~41,3.5,31846.0,29695.0,31387.0,30325.0,"33,053",22905,2954,123253.0,청량IC,울주JCT,"(35.4790065117889, 129.281952110403)","(35.5023468546237, 129.258462624993)",0,6
470,,울주JCT~문수IC,41~42.8,1.8,55308.87963,55308.87963,55308.87963,55308.87963,"34,190",22966,3070,221235.5185,울주JCT,문수IC,"(35.5023468546237, 129.258462624993)","(35.5172472929118, 129.24958250606)",0,0
471,,문수IC~울산JCT,42.8~47.2,4.4,30101.0,33133.0,30951.0,31640.0,"34,681",22398,3626,125825.0,문수IC,울산JCT,"(35.5172472929118, 129.24958250606)","(35.5609292, 129.2396434)",0,0
472,동해선,울산JCT~범서IC,47.2~55.3,8.1,23813.0,24370.0,23144.0,22104.0,"25,213",16553,2575,93431.0,울산JCT,범서IC,"(35.5609292, 129.2396434)","(35.6179160756821, 129.283615724103)",0,0
473,,범서IC~남경주IC,55.3~69.9,14.6,21852.0,22011.0,21730.0,21052.0,"23,966",15423,2583,86645.0,범서IC,남경주IC,"(35.6179160756821, 129.283615724103)","(35.7323464462322, 129.314701201749)",2,0
474,,남경주IC~동경주IC,69.9~81.5,11.6,17168.0,17787.0,20108.0,20081.0,"21,800",13526,2137,75144.0,남경주IC,동경주IC,"(35.7323464462322, 129.314701201749)","(35.7821882563381, 129.424377646915)",0,0
475,,동경주IC~남포항IC,81.5~100.9,19.4,17769.0,20077.0,19695.0,18794.0,"20,835",13190,2044,76335.0,동경주IC,남포항IC,"(35.7821882563381, 129.424377646915)","(35.9462078660098, 129.38998814531)",1,1
476,,근덕IC~삼척IC,100.9~110.3,9.4,5864.0,6169.0,7681.0,7699.0,"7,454",5682,699,27413.0,근덕IC,삼척IC,"(37.3953262028189, 129.202254979437)","(37.4507712960577, 129.129335656497)",0,0
477,,삼척IC~동해IC,110.3~118.8,8.5,12189.0,12034.0,12994.0,12156.0,"14,387",11306,1018,49373.0,삼척IC,동해IC,"(37.4507712960577, 129.129335656497)","(37.5118619382096, 129.095158698147)",0,0
478,,동해IC~망상IC,118.8~127,8.2,16988.0,18139.0,21668.0,21013.0,"23,711",18011,2258,77808.0,동해IC,망상IC,"(37.5118619382096, 129.095158698147)","(37.5839009097154, 129.092902574977)",0,0
479,,망상IC~옥계IC,127~133.7,6.7,21579.0,23391.0,26201.0,25222.0,"26,657",19712,3066,96393.0,망상IC,옥계IC,"(37.5839009097154, 129.092902574977)","(37.6191787278386, 129.037478937396)",2,0
480,,옥계IC~남강릉IC,133.7~151.5,17.8,21998.0,21965.0,24504.0,23247.0,"25,679",19018,3200,91714.0,옥계IC,남강릉IC,"(37.6191787278386, 129.037478937396)","(37.6939830130528, 128.891382010684)",0,0
481,,남강릉IC~강릉IC,151.5~159.7,8.2,16948.0,17897.0,20364.0,19256.0,"22,424",16827,2558,74465.0,남강릉IC,강릉IC,"(37.6939830130528, 128.891382010684)","(37.7494074696224, 128.838752419233)",2,0
482,,강릉IC~강릉JCT,159.7~162.4,2.7,25569.0,11403.0,32215.0,31679.0,"34,347",26349,3953,100866.0,강릉IC,강릉JCT,"(37.7494074696224, 128.838752419233)","(37.772579648782, 128.832126582754)",0,0
483,,강릉JCT~북강릉IC,162.4~169.6,7.2,17006.0,13470.0,18803.0,17897.0,"19,860",15818,1647,67176.0,강릉JCT,북강릉IC,"(37.772579648782, 128.832126582754)","(37.835637967844, 128.814725815899)",0,0
484,,북강릉IC~남양양IC,169.6~178.8,9.2,14226.0,15362.0,16837.0,16323.0,"18,053",14672,1584,62748.0,북강릉IC,남양양IC,"(37.835637967844, 128.814725815899)","(37.9152546470267, 128.789740868977)",0,0
485,,남양양IC~하조대IC,178.8~194,15.2,9073.0,14223.0,18380.0,18280.0,"20,100",16438,1672,59956.0,남양양IC,하조대IC,"(37.9152546470267, 128.789740868977)","(38.0252008939297, 128.69453140821)",0,0
486,,하조대IC~양양IC,194~203.7,9.7,13362.0,14509.0,16171.0,16264.0,"18,252",15122,1460,60306.0,하조대IC,양양IC,"(38.0252008939297, 128.69453140821)","(38.067056492235, 128.600497995815)",0,0
487,,양양IC~북양양IC,203.7~214.1,10.4,13417.0,15524.0,17941.0,18507.0,"19,771",16599,1586,65389.0,양양IC,북양양IC,"(38.067056492235, 128.600497995815)","(38.1544573626418, 128.585969786095)",0,0
488,,북양양IC~속초IC,214.1~222.6,8.5,8795.0,10466.0,10559.0,11130.0,"12,207",10108,897,40950.0,북양양IC,속초IC,"(38.1544573626418, 128.585969786095)","(38.2042449465266, 128.517475616589)",0,0
489,수도권제1순환선(남부),판교JCT~성남IC,0~4.2,4.2,228497.0,191438.0,212243.0,209014.0,"214,412",160512,32772,841192.0,판교JCT,성남IC,"(37.4058447047289, 127.094713623865)","(37.4272516303309, 127.123437517396)",0,20
490,,성남IC~송파IC,4.2~9.5,5.3,177251.0,170036.0,176942.0,175490.0,"179,088",133952,26489,699719.0,성남IC,송파IC,"(37.4272516303309, 127.123437517396)","(37.4747617394354, 127.128792856189)",0,16
491,,송파IC~서하남IC,9.5~14.5,5.0,207966.0,165496.0,221261.0,202516.0,"216,860",161654,31566,797239.0,송파IC,서하남IC,"(37.4747617394354, 127.128792856189)","(37.5123355066532, 127.151574031752)",0,45
492,,서하남IC~하남JCT,14.5~19.5,5.0,177363.0,170390.0,175491.0,174832.0,"162,251",120580,22376,698076.0,서하남IC,하남JCT,"(37.5123355066532, 127.151574031752)","(37.5319114473726, 127.19631658709)",0,34
493,,하남JCT~상일IC,19.5~22.1,2.6,235329.0,238388.0,250898.0,223519.0,"255,976",190636,33877,948134.0,하남JCT,상일IC,"(37.5319114473726, 127.19631658709)","(37.5488662186772, 127.1794680357)",0,13
494,,상일IC~강일IC,22.1~25.1,3.0,276808.0,234665.0,248036.0,239881.0,"239,959",177186,33800,999390.0,상일IC,강일IC,"(37.5488662186772, 127.1794680357)","(37.5729828463899, 127.165506102561)",0,35
495,,강일IC~토평IC,25.1~26.4,1.3,160270.0,147794.0,154274.0,140100.0,"168,848",123964,25072,602438.0,강일IC,토평IC,"(37.5729828463899, 127.165506102561)","(37.5825982440052, 127.157608044202)",0,0
496,,토평IC~남양주IC,26.4~28.8,2.4,208793.0,193186.0,198566.0,188115.0,"196,426",149296,26780,788660.0,토평IC,남양주IC,"(37.5825982440052, 127.157608044202)","(37.6002759940483, 127.154655762102)",0,15
497,,남양주IC~구리IC,28.8~30.8,2.0,178194.0,178549.0,178730.0,166752.0,"177,978",135872,24821,702225.0,남양주IC,구리IC,"(37.6002759940483, 127.154655762102)","(37.6154397640065, 127.141634605006)",0,2
498,,구리IC~퇴계원IC,30.8~33.6,2.8,213144.0,172174.0,164581.0,161442.0,"180,214",137760,25520,711341.0,구리IC,퇴계원IC,"(37.6154397640065, 127.141634605006)","(37.638824573798, 127.133371856826)",1,21
499,수도권제1순환선(북부),퇴계원IC~별내IC,33.6~35.6,2.0,113804.0,115694.0,122264.0,129776.0,"124,645",93175,14658,481538.0,퇴계원IC,별내IC,"(37.638824573798, 127.133371856826)","(37.6593192012037, 127.117283808192)",0,2
500,,별내IC~의정부IC,35.6~43.6,8.0,100631.0,126043.0,133304.0,141331.0,"137,689",103629,16892,501309.0,별내IC,의정부IC,"(37.6593192012037, 127.117283808192)","(37.6932920335997, 127.054822721202)",0,4
501,,의정부IC~호원IC,43.6~45.2,1.6,142478.0,149580.0,158098.0,166803.0,"169,129",129164,19200,616959.0,의정부IC,호원IC,"(37.6932920335997, 127.054822721202)","(37.7079331145381, 127.040939145153)",0,0
502,,호원IC~송추IC,45.2~51.7,6.5,130208.0,137967.0,144523.0,154385.0,"169,129",129164,19200,567083.0,호원IC,송추IC,"(37.7079331145381, 127.040939145153)","(37.7107225092722, 126.971171410296)",1,5
503,,송추IC~통일로IC,51.7~60.6,8.9,125948.0,135524.0,137567.0,148438.0,"151,561",109014,17616,547477.0,송추IC,통일로IC,"(37.7107225092722, 126.971171410296)","(37.6740010123988, 126.885817098877)",0,0
504,,통일로IC~고양JCT,60.6~63.6,3.0,55308.87963,55308.87963,55308.87963,55308.87963,"166,934",119924,20811,221235.5185,통일로IC,고양JCT,"(37.6740010123988, 126.885817098877)","(37.6678215, 126.8535815)",0,1
505,,고양JCT~고양IC,63.6~66.6,3.0,132401.0,139853.0,144589.0,147078.0,"149,953",112891,16608,563921.0,고양JCT,고양IC,"(37.6678215, 126.8535815)","(37.656472751337, 126.817907022102)",0,2
506,,고양IC~일산IC,66.6~69.9,3.3,142506.0,150609.0,155888.0,161999.0,"152,125",106317,21668,611002.0,고양IC,일산IC,"(37.656472751337, 126.817907022102)","(37.6361903121525, 126.804687355174)",0,6
507,수도권제1순환선(남부),일산IC~자유로JCT,69.9~72.1,2.2,170442.0,182571.0,203454.0,189032.0,"188,971",144698,29896,745499.0,일산IC,자유로JCT,"(37.6361903121525, 126.804687355174)","(37.6176307655877, 126.798701027861)",0,5
508,,자유로JCT~김포IC,72.1~75.2,3.1,224856.0,191014.0,206940.0,201740.0,"189,935",142623,28678,824550.0,자유로JCT,김포IC,"(37.6176307655877, 126.798701027861)","(37.5974321375432, 126.775569105246)",0,14
509,,김포IC~노오지JCT,75.2~79,3.8,194504.0,188135.0,198543.0,189513.0,"189,891",143320,27201,770695.0,김포IC,노오지JCT,"(37.5974321375432, 126.775569105246)","(37.5703145700844, 126.753233242803)",0,1
510,,노오지JCT~계양IC,79~82,3.0,187040.0,173747.0,181537.0,170514.0,"196,362",149110,26443,712838.0,노오지JCT,계양IC,"(37.5703145700844, 126.753233242803)","(37.5440825381865, 126.748743708058)",0,9
511,,계양IC~서운JCT,82~84.3,2.3,256317.0,218413.0,214199.0,212076.0,"213,622",164985,27838,901005.0,계양IC,서운JCT,"(37.5440825381865, 126.748743708058)","(37.5267687998923, 126.752082551972)",0,8
512,,서운JCT~중동IC,84.3~86.4,2.1,233834.0,246657.0,270418.0,253490.0,"246,659",192997,34209,1004399.0,서운JCT,중동IC,"(37.5267687998923, 126.752082551972)","(37.5061201609397, 126.748065731418)",0,7
513,,중동IC~송내IC,86.4~88.4,2.0,205179.0,239874.0,222258.0,211004.0,"239,152",186035,34684,878315.0,중동IC,송내IC,"(37.5061201609397, 126.748065731418)","(37.4876872037478, 126.747123578917)",0,8
514,,송내IC~장수IC,88.4~90.8,2.4,230754.0,276105.0,244900.0,230823.0,"224,507",173324,33492,982582.0,송내IC,장수IC,"(37.4876872037478, 126.747123578917)","(37.4668104096828, 126.754600251354)",0,9
515,,장수IC~시흥IC,90.8~95,4.2,159813.0,176641.0,165366.0,155771.0,"148,636",114316,22612,657591.0,장수IC,시흥IC,"(37.4668104096828, 126.754600251354)","(37.4558229, 126.797157)",0,9
516,,시흥IC~안현JCT,95~97.7,2.7,160299.0,160389.0,159556.0,152620.0,"165,807",126670,21592,632864.0,시흥IC,안현JCT,"(37.4558229, 126.797157)","(37.4372939778016, 126.816577236489)",0,11
517,,안현JCT~도리JCT,97.7~102.5,4.8,148274.0,162691.0,149145.0,142884.0,"146,011",110796,19167,602994.0,안현JCT,도리JCT,"(37.4372939778016, 126.816577236489)","(37.3954208911771, 126.849009548589)",0,8
518,,도리JCT~조남JCT,102.5~106.9,4.4,165141.0,187266.0,170380.0,162491.0,"166,532",125770,21921,685278.0,도리JCT,조남JCT,"(37.3954208911771, 126.849009548589)","(37.368795975382, 126.868927450731)",1,23
519,,조남JCT~산본IC,106.9~112.2,5.3,180938.0,161485.0,162162.0,154501.0,"158,119",122660,20020,659086.0,조남JCT,산본IC,"(37.368795975382, 126.868927450731)","(37.3757737206854, 126.927918311855)",0,4
520,,산본IC~평촌IC,112.2~116.3,4.1,168582.0,151164.0,151083.0,136274.0,"139,302",110709,16399,607103.0,산본IC,평촌IC,"(37.3757737206854, 126.927918311855)","(37.3819105557798, 126.965990892245)",0,5
521,,평촌IC~학의JCT,116.3~119.2,2.9,167579.0,162913.0,157881.0,153431.0,"167,282",137393,17938,641804.0,평촌IC,학의JCT,"(37.3819105557798, 126.965990892245)","(37.3872531008002, 127.001522162374)",0,6
522,,학의JCT~판교JCT,119.2~128,8.8,183536.0,171558.0,167522.0,158708.0,"168,128",133428,21383,681324.0,학의JCT,판교JCT,"(37.3872531008002, 127.001522162374)","(37.4058447047289, 127.094713623865)",0,27
523,남해제1지선,산인JCT~내서JCT,0~4.3,4.3,28798.0,36395.0,34957.0,33962.0,"33,367",24878,4627,134112.0,산인JCT,내서JCT,"(35.2723638807409, 128.48070870033)","(35.2588133840937, 128.515306564151)",0,0
524,,내서JCT~서마산IC,4.3~9.7,5.4,53321.0,64361.0,54802.0,52982.0,"65,226",47362,7950,225466.0,내서JCT,서마산IC,"(35.2588133840937, 128.515306564151)","(35.2351413388314, 128.562231292078)",0,1
525,,서마산IC~동마산IC,9.7~13.4,3.7,56134.0,64766.0,59027.0,57136.0,"55,939",40922,6664,237063.0,서마산IC,동마산IC,"(35.2351413388314, 128.562231292078)","(35.252628231408, 128.596797254556)",0,1
526,,동마산IC~창원JCT,13.4~17.9,4.5,39821.0,43155.0,42847.0,42594.0,"47,104",35139,5359,168417.0,동마산IC,창원JCT,"(35.252628231408, 128.596797254556)","(35.2751826800915, 128.641339663334)",0,0
527,남해제2지선,냉정JCT~장유IC,0~3.3,3.3,63650.0,53768.0,59908.0,62354.0,"67,370",46213,8222,239680.0,냉정JCT,장유IC,"(35.2208847764815, 128.795038093969)","(35.1972338733953, 128.808342099471)",0,5
528,,장유IC~가락IC,3.3~13,9.7,64804.0,65105.0,64322.0,61212.0,"60,213",41725,7829,255443.0,장유IC,가락IC,"(35.1972338733953, 128.808342099471)","(35.1654228959564, 128.892005107473)",0,4
529,,가락IC~서부산IC,13~18.1,5.1,102060.0,100011.0,94751.0,90598.0,"88,913",63758,11854,387420.0,가락IC,서부산IC,"(35.1654228959564, 128.892005107473)","(35.1559397900515, 128.951685335932)",0,5
530,,서부산IC~사상IC,18.1~20.3,2.2,127765.0,134989.0,128972.0,120306.0,"126,754",94322,17072,512032.0,서부산IC,사상IC,"(35.1559397900515, 128.951685335932)","(35.1526346618049, 128.971690541912)",0,0
531,부산항신항선,진해영업소~대청IC,5.7~10.5,4.8,12851.0,28363.0,30863.0,34590.0,"37,959",9478,592,106667.0,진해영업소,대청IC,"(35.1497786947875, 128.697582711691)","(35.1792835218616, 128.785398609917)",0,1
532,,대청IC~남진례IC,10.5~15.2,4.7,10104.0,19706.0,21474.0,22363.0,"26,236",6584,404,73647.0,대청IC,남진례IC,"(35.1792835218616, 128.785398609917)","(35.2243997610406, 128.773993792242)",0,6
533,제2경인선(인천대교),공항신도시JCT~학익JCT,0~21.4,21.4,48086.0,52740.0,57125.0,42520.0,"47,332",35839,4999,200471.0,공항신도시JCT,학익JCT,"(37.4853349902335, 126.488891392266)","(37.4369076789693, 126.65134889404)",0,0
534,제2경인선,학익JCT~문학IC,2~4.5,2.5,76012.0,81389.0,80755.0,79341.0,"88,517",65809,12142,317497.0,학익JCT,문학IC,"(37.4369076789693, 126.65134889404)","(37.4362995967686, 126.675758243892)",0,0
535,,문학IC~남동IC,4.5~8.1,3.6,127411.0,132794.0,126479.0,125337.0,"120,266",88369,16696,512021.0,문학IC,남동IC,"(37.4362995967686, 126.675758243892)","(37.4337919203709, 126.712242074914)",0,0
536,,남동IC~서창JCT,8.1~10.6,2.5,177119.0,201066.0,218215.0,214073.0,"217,805",157630,29590,810473.0,남동IC,서창JCT,"(37.4337919203709, 126.712242074914)","(37.4329303267572, 126.738517411937)",0,7
537,,서창JCT~신천IC,10.6~14.5,3.9,75344.0,82743.0,85471.0,82954.0,"77,943",60558,13557,326512.0,서창JCT,신천IC,"(37.4329303267572, 126.738517411937)","(37.4306530806875, 126.781364708231)",0,7
538,,신천IC~안현JCT,14.5~18,3.5,116964.0,111418.0,126927.0,117150.0,"109,974",85913,18667,472459.0,신천IC,안현JCT,"(37.4306530806875, 126.781364708231)","(37.4372939778016, 126.816577236489)",0,18
539,,안현JCT~광명IC,18~21.1,3.1,129632.0,134764.0,132367.0,126394.0,"137,325",107830,22758,523157.0,안현JCT,광명IC,"(37.4372939778016, 126.816577236489)","(37.4397918553313, 126.849982633355)",0,0
540,,광명IC~일직JCT,21.1~25.6,4.5,121967.0,131536.0,135289.0,125057.0,"128,204",101530,18593,513849.0,광명IC,일직JCT,"(37.4397918553313, 126.849982633355)","(37.4237877672282, 126.894833941224)",0,1
541,,일직JCT~석수IC,25.6~26.7,1.1,105196.0,141593.0,144868.0,136491.0,"126,340",100851,17258,528148.0,일직JCT,석수IC,"(37.4237877672282, 126.894833941224)","(37.4240208552966, 126.906289300975)",0,0
542,제2경인선(안양성남),석수IC~삼막IC,0~1.2,1.2,55308.87963,82391.0,84329.0,85462.0,"87,730",67656,11512,307490.8796,석수IC,삼막IC,"(37.4240208552966, 126.906289300975)","(37.42666344655699, 126.913251174025)",0,0
543,,삼막IC~북의왕IC,1.2~9.6,8.4,55308.87963,82427.0,86676.0,85975.0,"87,886",67790,11520,310386.8796,삼막IC,북의왕IC,"(37.42666344655699, 126.913251174025)","(37.4064550467328, 126.987675019441)",0,2
544,,북의왕IC~북청계IC,9.6~10.8,1.2,55308.87963,83980.0,86964.0,87617.0,"89,739",69254,11796,313869.8796,북의왕IC,북청계IC,"(37.4064550467328, 126.987675019441)","(37.3986995217688, 127.006496149403)",0,0
545,,북청계IC~동판교IC,10.8~20.2,9.4,55308.87963,62766.0,64801.0,64860.0,"64,131",49455,8415,247735.8796,북청계IC,동판교IC,"(37.3986995217688, 127.006496149403)","(37.4127552425511, 127.105679277581)",0,21
546,,동판교IC~여수대로IC,20.2~21.9,1.7,55308.87963,43071.0,44751.0,44443.0,"44,381",34236,5826,187573.8796,동판교IC,여수대로IC,"(37.4127552425511, 127.105679277581)","(37.4221230851379, 127.116284728048)",0,4
547,경인선,서인천IC~부평IC,0~3.8,3.8,186822.0,181479.0,191755.0,185001.0,"208,223",165024,25997,745057.0,서인천IC,부평IC,"(37.5235314551845, 126.690580534073)","(37.5238227074246, 126.7222046074)",0,0
548,,부평IC~서운JCT,3.8~6.9,3.1,150002.0,142494.0,157339.0,151181.0,"158,065",122790,20542,601016.0,부평IC,서운JCT,"(37.5238227074246, 126.7222046074)","(37.5267687998923, 126.752082551972)",0,7
549,,서운JCT~부천IC,6.9~8.6,1.7,152202.0,167484.0,172530.0,159895.0,"165,930",135329,20804,652111.0,서운JCT,부천IC,"(37.5267687998923, 126.752082551972)","(37.5241911881222, 126.777014975207)",0,0
550,,부천IC~신월IC,8.6~13.5,4.9,168050.0,175949.0,174495.0,162967.0,"177,848",148113,20922,681461.0,부천IC,신월IC,"(37.5241911881222, 126.777014975207)","(37.5255512468868, 126.834864591611)",0,0
551,인천국제공항선,인천공항~공항신도시IC,0~1.6,1.6,82838.0,73971.0,74755.0,31748.0,"33,791",25622,3594,263312.0,인천공항,공항신도시IC,"(37.4494502813442, 126.45042670237)","(37.4853349902335, 126.488891392266)",0,0
552,,공항신도시IC~공항입구JCT,1.6~4.6,3.0,58428.0,49632.0,49892.0,25230.0,"26,405",20531,3381,183182.0,공항신도시IC,공항입구JCT,"(37.4853349902335, 126.488891392266)","(37.5056141222191, 126.507432262175)",0,0
553,,공항입구JCT~금산IC,4.6~5.9,1.3,55308.87963,55308.87963,55308.87963,42847.0,"45,717",36691,5049,208773.6389,공항입구JCT,금산IC,"(37.5056141222191, 126.507432262175)","(37.510845936269, 126.522952072544)",0,1
554,,금산IC~북인천IC,5.9~15.7,9.8,82641.0,87276.0,93545.0,62128.0,"59,605",47945,6302,325590.0,금산IC,북인천IC,"(37.510845936269, 126.522952072544)","(37.5540535409461, 126.61131184854)",0,1
555,,북인천IC~청라IC,15.7~20.3,4.6,48669.0,48819.0,54472.0,26094.0,"30,506",25588,3190,178054.0,북인천IC,청라IC,"(37.5540535409461, 126.61131184854)","(37.56387389275932, 126.66400528289834)",0,2
556,,청라IC~노오지JCT,20.3~28.2,7.9,81507.0,86431.0,87887.0,63197.0,"67,232",52110,8692,319022.0,청라IC,노오지JCT,"(37.56387389275932, 126.66400528289834)","(37.5703145700844, 126.753233242803)",0,4
557,,노오지JCT~김포공항IC,28.2~32,3.8,55845.0,60216.0,61086.0,41020.0,"44,327",34853,5350,218167.0,노오지JCT,김포공항IC,"(37.5703145700844, 126.753233242803)","(37.583844872726, 126.791097867713)",0,2
558,,김포공항IC~88JCT,32~34.2,2.2,45315.0,49907.0,49994.0,33609.0,"36,971",28838,4475,178825.0,김포공항IC,88JCT,"(37.583844872726, 126.791097867713)","(37.5840623931627, 126.820343344967)",0,0
559,,88JCT~북로JCT,34.2~36.5,2.3,21779.0,26230.0,27039.0,19278.0,"23,975",17869,3194,94326.0,88JCT,북로JCT,"(37.5840623931627, 126.820343344967)","(37.5954482478014, 126.833256331126)",0,0
560,서천공주선,동서천IC~동서천JCT,0~2.2,2.2,2035.0,2332.0,2917.0,2892.0,"3,036",2160,219,10176.0,동서천IC,동서천JCT,"(36.0428071164421, 126.784457639954)","(36.0579687326305, 126.774347250207)",0,0
561,,동서천JCT~서부여IC,2.2~22.8,20.6,14468.0,15331.0,20959.0,21086.0,"21,847",15633,1682,71844.0,동서천JCT,서부여IC,"(36.0579687326305, 126.774347250207)","(36.2394898876049, 126.789961875808)",0,2
562,,서부여IC~부여IC,22.8~31.7,8.9,15483.0,17043.0,17174.0,16842.0,"20,344",14466,1555,66542.0,서부여IC,부여IC,"(36.2394898876049, 126.789961875808)","(36.2977416828914, 126.851691501797)",2,0
563,,부여IC~청양IC,31.7~44.1,12.4,17253.0,19577.0,19344.0,19437.0,"20,552",14563,1672,75611.0,부여IC,청양IC,"(36.2977416828914, 126.851691501797)","(36.37425466414, 126.950779928735)",0,0
564,,청양IC~서공주IC,44.1~57.8,13.7,18182.0,21928.0,19742.0,19617.0,"21,351",15099,1839,79469.0,청양IC,서공주IC,"(36.37425466414, 126.950779928735)","(36.4553306684598, 127.058445466873)",0,0
565,,서공주IC~서공주JCT,57.8~61.4,3.6,20279.0,21286.0,21963.0,20776.0,"23,293",16466,2009,84304.0,서공주IC,서공주JCT,"(36.4553306684598, 127.058445466873)","(36.4862332594855, 127.065530621465)",0,11
566,평택시흥선,서평택JCT~조암IC,0~9.8,9.8,56292.0,57973.0,55688.0,58029.0,"57,177",27904,10523,227982.0,서평택JCT,조암IC,"(37.0542596545645, 126.888564603894)","(37.1187255132144, 126.818401796996)",0,0
567,,조암IC~마도JCT,9.8~18.6,8.8,64871.0,65109.0,63388.0,64046.0,"62,668",30726,10500,257414.0,조암IC,마도JCT,"(37.1187255132144, 126.818401796996)","(37.1882753856595, 126.775745018827)",0,0
