,노선번호,구간,이정,연장,2017,2018,2019,2020,계,1~2종,3~12종,17~20년도_합계,startpoint,endpoint,startpoint_coor,endpoint_coor,rest_count,accident_count
147,,서평택JCT~발안IC,288~295.8,7.8,88343.0,85143.0,98992.0,93352.0,"91,993",69009,8572,365830.0,서평택JCT,발안IC,"(37.0542596545645, 126.888564603894)","(37.1236214772398, 126.882328025302)",0,0
148,,발안IC~비봉IC,295.8~309.4,13.6,94193.0,93603.0,93303.0,87598.0,"97,936",74641,9472,368697.0,발안IC,비봉IC,"(37.1236214772398, 126.882328025302)","(37.2436490022669, 126.882263396973)",2,20
149,,비봉IC~매송IC,309.4~313.4,4.0,115408.0,119596.0,118881.0,111011.0,"111,012",85449,11139,464896.0,비봉IC,매송IC,"(37.2436490022669, 126.882263396973)","(37.2775421780685, 126.89728834965)",0,8
150,,매송IC~팔곡JCT,313.4~317.2,3.8,109901.0,116669.0,109667.0,107254.0,"116,780",90945,12052,443491.0,매송IC,팔곡JCT,"(37.2775421780685, 126.89728834965)","(37.3090591101917, 126.894723218852)",0,7
151,,팔곡JCT~안산JCT,317.2~322.3,5.1,90278.0,83258.0,104376.0,101146.0,"110,638",87066,12689,379058.0,팔곡JCT,안산JCT,"(37.3090591101917, 126.894723218852)","(37.3436587204538, 126.862239373073)",0,26
152,,안산JCT~조남JCT,322.3~325.2,2.9,195859.0,194128.0,195828.0,188789.0,"183,477",146134,21319,774604.0,안산JCT,조남JCT,"(37.3436587204538, 126.862239373073)","(37.368795975382, 126.868927450731)",0,18
153,,조남JCT~목감IC,325.2~328.4,3.2,128468.0,111693.0,108343.0,104219.0,"103,174",83163,13394,452723.0,조남JCT,목감IC,"(37.368795975382, 126.868927450731)","(37.3965503884925, 126.871562444292)",0,23
154,,목감IC~광명역IC,328.4~329.7,1.3,151402.0,166617.0,164761.0,157873.0,"156,413",127264,18308,640653.0,목감IC,광명역IC,"(37.3965503884925, 126.871562444292)","(37.4041271029948, 126.879288525121)",0,0
155,,광명역IC~일직JCT,329.7~332.4,2.7,149475.0,143212.0,139845.0,131516.0,"144,688",118883,17125,564048.0,광명역IC,일직JCT,"(37.4041271029948, 126.879288525121)","(37.4237877672282, 126.894833941224)",0,8
156,,일직JCT~소하JCT,332.4~333.5,1.1,144340.0,109287.0,117537.0,110758.0,"102,554",84982,12207,481922.0,일직JCT,소하JCT,"(37.4237877672282, 126.894833941224)","(37.4383584958668, 126.898375212738)",0,0
157,,소하JCT~금천IC,333.5~336.7,3.2,103063.0,97537.0,112370.0,103782.0,"90,431",74198,12288,416752.0,소하JCT,금천IC,"(37.4383584958668, 126.898375212738)","(37.4602102468631, 126.890713888198)",0,0
158,울산선,언양JCT~울산JCT,0~11.8,11.8,58771.0,51732.0,49051.0,46219.0,"45,866",29105,6141,205773.0,언양JCT,울산JCT,"(35.5665720346864, 129.129989748955)","(35.5665720346864, 129.129989748955)",0,0
159,평택화성선,오성~평택JCT,0.9~2.6,1.7,75385.0,77135.0,82043.0,84789.0,"88,127",60806,11897,319352.0,오성,평택JCT,"(37.0079101936496, 126.971151356348)","(37.0323501, 126.9847615)",0,0
160,,평택JCT~어연IC,2.6~5.3,2.7,65775.0,69430.0,74621.0,76211.0,"84,590",63152,10044,286037.0,평택JCT,어연IC,"(37.0323501, 126.9847615)","(37.056852328706, 126.987201130675)",0,0
161,,어연IC~양감IC,5.3~10,4.7,69149.0,70512.0,75476.0,78645.0,"84,127",63696,9856,293782.0,어연IC,양감IC,"(37.056852328706, 126.987201130675)","(37.0981723874786, 126.994555503186)",0,0
162,,양감IC~향남IC,10~13.8,3.8,55308.87963,55308.87963,78250.0,81689.0,"88,890",68012,10232,270556.7593,양감IC,향남IC,"(37.0981723874786, 126.994555503186)","(37.1297458305488, 127.000522168518)",0,0
163,,향남IC~서오산JCT,13.8~19.1,5.3,86438.0,87164.0,94039.0,96550.0,"102,000",78737,11967,364191.0,향남IC,서오산JCT,"(37.1297458305488, 127.000522168518)","(37.1764675357893, 126.998355958526)",0,8
164,,서오산JCT~정남IC,19.1~21.8,2.7,74425.0,76057.0,88262.0,87147.0,"99,513",77394,12039,325891.0,서오산JCT,정남IC,"(37.1764675357893, 126.998355958526)","(37.1849338594654, 126.970777843217)",0,0
165,,정남IC~화성JCT,21.8~23.5,1.7,55308.87963,55308.87963,55308.87963,55308.87963,"110,793",83112,14668,221235.5185,정남IC,화성JCT,"(37.1849338594654, 126.970777843217)","(37.1979085, 126.9635012)",0,0
166,,화성JCT~봉담IC,23.5~27.6,4.1,80886.0,83971.0,96136.0,94665.0,"102,700",77411,13552,355658.0,화성JCT,봉담IC,"(37.1979085, 126.9635012)","(37.2294773826114, 126.956377632314)",0,0
167,수원광명선,봉담IC~금곡IC,0~5.8,5.8,55308.87963,55308.87963,44166.0,43012.0,"46,365",35533,6074,197795.7593,봉담IC,금곡IC,"(37.2294773826114, 126.956377632314)","(37.2845063, 126.9493967)",0,1
168,,금곡IC~동안산·당수IC,5.8~8.8,3.0,60667.0,63852.0,64644.0,68194.0,"70,195",54744,9297,257357.0,금곡IC,동안산·당수IC,"(37.2845063, 126.9493967)","(37.3007624908742, 126.93661618549)",0,0
169,,동안산·당수IC~남군포IC,8.8~11.4,2.6,73811.0,77153.0,81722.0,83749.0,"85,822",68475,10891,316435.0,동안산·당수IC,남군포IC,"(37.3007624908742, 126.93661618549)","(37.3243672583681, 126.926351776055)",0,0
170,,남군포IC~동시흥JCT,11.4~20.8,9.4,74692.0,76437.0,79186.0,87739.0,"90,159",71937,11412,318054.0,남군포IC,동시흥JCT,"(37.3243672583681, 126.926351776055)","(37.3928125094085, 126.864702780378)",1,33
171,,동시흥JCT~성채·소하IC,20.8~27.8,7.0,39373.0,40890.0,42769.0,55302.0,"59,727",50734,6084,178334.0,동시흥JCT,성채·소하IC,"(37.3928125094085, 126.864702780378)","(37.4372890567106, 126.895352908795)",0,11
172,서울문산선,행주산성JCT~봉대산JCT,0~1.9,1.9,55308.87963,55308.87963,55308.87963,55308.87963,"37,990",28604,4833,221235.5185,행주산성JCT,봉대산JCT,"(37.5954482478014, 126.833256331126)","(37.6072506699529, 126.850326462951)",0,0
173,,남고양IC~봉대산JCT,1.9~4.2,2.3,55308.87963,55308.87963,55308.87963,55308.87963,"6,900",5188,885,221235.5185,남고양IC,봉대산JCT,"(37.583578126981, 126.853993380214)","(37.6072506699529, 126.850326462951)",0,0
174,,봉대산JCT~흥도IC,4.2~5.9,1.7,55308.87963,55308.87963,55308.87963,55308.87963,"44,823",33729,5705,221235.5185,봉대산JCT,흥도IC,"(37.6072506699529, 126.850326462951)","(37.6215414412264, 126.858524862804)",0,0
175,,흥도IC~고양JCT,5.9~11.5,5.6,55308.87963,55308.87963,55308.87963,55308.87963,"61,713",46049,7945,221235.5185,흥도IC,고양JCT,"(37.6215414412264, 126.858524862804)","(37.6678215, 126.8535815)",0,1
176,,고양JCT~사리현IC,11.5~14.3,2.8,55308.87963,55308.87963,55308.87963,55308.87963,"70,656",52875,9016,221235.5185,고양JCT,사리현IC,"(37.6678215, 126.8535815)","(37.68861316609515, 126.84148081877233)",0,0
177,,사리현IC~북고양설문IC,14.3~19.9,5.6,55308.87963,55308.87963,55308.87963,55308.87963,"73,388",53924,9160,221235.5185,사리현IC,북고양설문IC,"(37.68861316609515, 126.84148081877233)","(37.7195859950805, 126.797389917422)",0,0
178,,북고양설문IC~금촌IC,19.9~23.4,3.5,55308.87963,55308.87963,55308.87963,55308.87963,"52,120",38391,6474,221235.5185,북고양설문IC,금촌IC,"(37.7195859950805, 126.797389917422)","(37.7503860658373, 126.791452080831)",0,0
179,,금촌IC~월롱IC,23.4~28.7,5.3,55308.87963,55308.87963,55308.87963,55308.87963,"23,789",17586,2944,221235.5185,금촌IC,월롱IC,"(37.7503860658373, 126.791452080831)","(37.795458177077, 126.785730276983)",0,0
180,,월롱IC~산단IC,28.7~32.8,4.1,55308.87963,55308.87963,55308.87963,55308.87963,"17,170",12683,2132,221235.5185,월롱IC,산단IC,"(37.795458177077, 126.785730276983)","(37.82770427211176, 126.77696692173231)",0,0
181,,산단IC~내포IC,32.8~35.2,2.4,55308.87963,55308.87963,55308.87963,55308.87963,"11,599",8572,1437,221235.5185,산단IC,내포IC,"(37.82770427211176, 126.77696692173231)","(37.85032567161816, 126.76551838190669)",0,0
182,익산포항선,익산JCT~완주IC,0~7.6,7.6,29415.0,31489.0,32941.0,31457.0,"34,936",21241,3050,125302.0,익산JCT,완주IC,"(35.943020270739, 127.089865160674)","(35.8986822843194, 127.151237980272)",0,0
183,,완주IC~완주JCT,7.6~10.5,2.9,27402.0,33953.0,34569.0,34582.0,"37,563",22823,3278,130506.0,완주IC,완주JCT,"(35.8986822843194, 127.151237980272)","(35.8837133274671, 127.173332315702)",0,0
184,,완주JCT~소양IC,10.5~24.5,14.0,12291.0,13036.0,13274.0,12852.0,"13,057",6992,1361,51453.0,완주JCT,소양IC,"(35.8837133274671, 127.173332315702)","(35.8644701261329, 127.236546974082)",0,0
185,,소양IC~진안IC,24.5~43.4,18.9,15146.0,15652.0,15518.0,14497.0,"16,350",8971,1690,60813.0,소양IC,진안IC,"(35.8644701261329, 127.236546974082)","(35.7722412365307, 127.443557642515)",2,0
186,,진안IC~장수IC,43.4~59.2,15.8,13063.0,14668.0,15251.0,14367.0,"15,919",8902,1630,57349.0,진안IC,장수IC,"(35.7722412365307, 127.443557642515)","(35.7159917, 127.5897391)",0,0
187,,장수IC~장수JCT,59.2~61.3,2.1,13542.0,13806.0,14572.0,13295.0,"15,026",8002,1940,55215.0,장수IC,장수JCT,"(35.7159917, 127.5897391)","(35.7318246384763, 127.607132835258)",0,0
188,,팔공산IC~도동JCT,61.3~61.4,0.1,33920.0,32077.0,32825.0,31864.0,"34,986",26146,5457,130686.0,팔공산IC,도동JCT,"(35.906618362209, 128.640250944273)","(35.9126274422533, 128.66249855648)",0,0
189,,도동JCT~청통와촌IC,61.4~79.3,17.9,40673.0,36978.0,40156.0,39086.0,"41,471",30479,5875,156893.0,도동JCT,청통와촌IC,"(35.9126274422533, 128.66249855648)","(35.9705795717487, 128.829241885174)",1,4
190,,청통와촌IC~화산JCT,79.3~87.8,8.5,32619.0,30395.0,30967.0,28944.0,"34,814",25531,4379,122925.0,청통와촌IC,화산JCT,"(35.9705795717487, 128.829241885174)","(36.0236696327326, 128.894369935421)",1,0
191,,화산JCT~북영천IC,87.8~89.9,2.1,36358.0,36008.0,37070.0,35966.0,"39,360",28895,4366,145402.0,화산JCT,북영천IC,"(36.0236696327326, 128.894369935421)","(36.0322664254305, 128.916332516963)",0,0
192,,북영천IC~임고하이패스IC,89.9~99,9.1,31118.0,31060.0,33827.0,34074.0,"35,604",25888,3632,130079.0,북영천IC,임고하이패스IC,"(36.0322664254305, 128.916332516963)","(36.05468360297612, 129.00611258274003)",0,0
193,,임고하이패스IC~서포항IC,99~120.8,21.8,55308.87963,55308.87963,31287.0,29652.0,"35,032",25430,3559,171556.7593,임고하이패스IC,서포항IC,"(36.05468360297612, 129.00611258274003)","(36.0710114080033, 129.219395516963)",2,0
194,,서포항IC~포항IC,120.8~130.5,9.7,31388.0,32760.0,32326.0,30190.0,"34,524",25089,3833,126664.0,서포항IC,포항IC,"(36.0710114080033, 129.219395516963)","(36.0416047918309, 129.316574640449)",0,0
195,호남선,서순천IC~승주IC,0~10,10.0,31921.0,33291.0,31811.0,29092.0,"34,104",24444,2539,126115.0,서순천IC,승주IC,"(35.00316321039, 127.482966378222)","(35.0145525810651, 127.374926748009)",1,0
196,,승주IC~주암IC,10~21.8,11.8,31397.0,31586.0,32694.0,32655.0,"35,377",24849,3194,128332.0,승주IC,주암IC,"(35.0145525810651, 127.374926748009)","(35.0669619367409, 127.270572929206)",0,6
197,,주암IC~석곡IC,21.8~29.2,7.4,27286.0,29006.0,28280.0,26611.0,"30,327",21566,2880,111183.0,주암IC,석곡IC,"(35.0669619367409, 127.270572929206)","(35.127663325423, 127.247013987135)",2,3
198,,석곡IC~곡성IC,29.2~41.3,12.1,27829.0,29593.0,29624.0,27871.0,"31,672",22773,3120,114917.0,석곡IC,곡성IC,"(35.127663325423, 127.247013987135)","(35.22608139425279, 127.22330066911329)",0,3
199,,곡성IC~옥과IC,41.3~52.7,11.4,33271.0,34366.0,35594.0,35774.0,"38,386",28112,3964,139005.0,곡성IC,옥과IC,"(35.22608139425279, 127.22330066911329)","(35.2589978609797, 127.113745539772)",1,1
200,,옥과IC~대덕JCT,52.7~60.4,7.7,39792.0,41309.0,40708.0,38564.0,"43,162",32051,4965,160373.0,옥과IC,대덕JCT,"(35.2589978609797, 127.113745539772)","(35.2464826, 127.035276)",1,0
201,,대덕JCT~창평IC,60.4~64.2,3.8,28149.0,27588.0,28575.0,26761.0,"30,118",22636,3410,111073.0,대덕JCT,창평IC,"(35.2464826, 127.035276)","(35.23238226077646, 127.00150500937397)",0,0
202,,창평IC~고서JCT,64.2~68.3,4.1,30433.0,31168.0,32426.0,31195.0,"32,850",25206,3949,125222.0,창평IC,고서JCT,"(35.23238226077646, 127.00150500937397)","(35.22416455393518, 126.96056614042936)",0,2
203,,고서JCT~문흥IC,68.3~73,4.7,45958.0,49264.0,45087.0,46327.0,"50,019",39782,5373,186636.0,고서JCT,문흥IC,"(35.22416455393518, 126.96056614042936)","(35.1921401982078, 126.936702210416)",0,1
204,,문흥IC~동광주IC,73~74.2,1.2,59576.0,66423.0,58997.0,57574.0,"54,563",44841,5615,242570.0,문흥IC,동광주IC,"(35.1921401982078, 126.936702210416)","(35.184111132403935, 126.92742901307386)",0,2
205,,동광주IC~용봉IC,74.2~77,2.8,95227.0,97597.0,92590.0,88993.0,"95,325",76622,11553,374407.0,동광주IC,용봉IC,"(35.184111132403935, 126.92742901307386)","(35.1841898297253, 126.899988089)",0,2
206,,용봉IC~서광주IC,77~78.3,1.3,115062.0,125647.0,115246.0,110568.0,"117,877",92034,16454,466523.0,용봉IC,서광주IC,"(35.1841898297253, 126.899988089)","(35.184841787654456, 126.88224951801881)",0,1
207,,서광주IC~동림IC,78.3~80.6,2.3,106902.0,109076.0,120171.0,116635.0,"122,967",97381,17524,452784.0,서광주IC,동림IC,"(35.184841787654456, 126.88224951801881)","(35.1927692828318, 126.864241654693)",0,3
208,,동림IC~산월IC,80.6~83,2.4,93869.0,94104.0,96136.0,92508.0,"94,017",69872,13254,376617.0,동림IC,산월IC,"(35.1927692828318, 126.864241654693)","(35.2031332845363, 126.839397395362)",0,4
209,,산월IC~광산IC,83~85,2.0,77365.0,59462.0,58476.0,56690.0,"55,819",40657,7302,251993.0,산월IC,광산IC,"(35.2031332845363, 126.839397395362)","(35.2171317773629, 126.827960271906)",0,1
210,,광산IC~북광산IC,85~87.1,2.1,38356.0,46862.0,43205.0,40743.0,"41,995",29697,5714,169166.0,광산IC,북광산IC,"(35.2171317773629, 126.827960271906)","(35.2361762977599, 126.823530077668)",0,0
211,,북광산IC~장성IC,87.1~93.7,6.6,40696.0,43080.0,45519.0,42371.0,"45,975",31318,6108,171666.0,북광산IC,장성IC,"(35.2361762977599, 126.823530077668)","(35.2855326625451, 126.78696271557)",0,5
212,,장성IC~장성JCT,93.7~99,5.3,40327.0,43650.0,45805.0,42162.0,"46,012",30400,6316,171944.0,장성IC,장성JCT,"(35.2855326625451, 126.78696271557)","(35.3299511946698, 126.804457243183)",0,0
213,,장성JCT~백양사IC,99~111.1,12.1,38832.0,36087.0,35985.0,36200.0,"38,214",25126,4424,147104.0,장성JCT,백양사IC,"(35.3299511946698, 126.804457243183)","(35.4283346666283, 126.803484125335)",2,3
214,,백양사IC~내장산IC,111.1~120.3,9.2,33224.0,37494.0,37892.0,34608.0,"36,867",24210,4318,143218.0,백양사IC,내장산IC,"(35.4283346666283, 126.803484125335)","(35.5093854031658, 126.801999353291)",0,2
215,,내장산IC~정읍IC,120.3~128.8,8.5,33627.0,37795.0,38985.0,35673.0,"37,911",24994,4156,146080.0,내장산IC,정읍IC,"(35.5093854031658, 126.801999353291)","(35.5807577444884, 126.833073199597)",0,1
216,,정읍IC~태인IC,128.8~141.6,12.8,34852.0,39702.0,40032.0,38501.0,"40,005",26535,4483,153087.0,정읍IC,태인IC,"(35.5807577444884, 126.833073199597)","(35.6613691265006, 126.927361946008)",2,4
217,,태인IC~금산사IC,141.6~152.2,10.6,37786.0,43372.0,42475.0,40663.0,"42,385",28249,4478,164296.0,태인IC,금산사IC,"(35.6613691265006, 126.927361946008)","(35.7368131806833, 126.989193290664)",0,0
218,,금산사IC~김제IC,152.2~156.9,4.7,40258.0,41114.0,42064.0,39721.0,"43,220",29279,4437,163157.0,금산사IC,김제IC,"(35.7368131806833, 126.989193290664)","(35.7756908401983, 127.002557003745)",0,0
219,,김제IC~서전주IC,156.9~163.5,6.6,37185.0,43065.0,44398.0,42254.0,"45,804",31037,4648,166902.0,김제IC,서전주IC,"(35.7756908401983, 127.002557003745)","(35.8274726670906, 127.033997468825)",0,4
220,,서전주IC~전주IC,163.5~169.5,6.0,35546.0,41433.0,43267.0,41154.0,"44,607",30346,4409,161400.0,서전주IC,전주IC,"(35.8274726670906, 127.033997468825)","(35.8784686147257, 127.055312279705)",0,4
221,,전주IC~삼례IC,169.5~175.5,6.0,44464.0,50246.0,49776.0,46847.0,"53,160",36402,5136,191333.0,전주IC,삼례IC,"(35.8784686147257, 127.055312279705)","(35.9248914244833, 127.078795232043)",0,2
222,,삼례IC~익산JCT,175.5~177.8,2.3,48548.0,49906.0,52320.0,51642.0,"55,844",37128,5361,202416.0,삼례IC,익산JCT,"(35.9248914244833, 127.078795232043)","(35.943020270739, 127.089865160674)",0,0
223,,익산JCT~익산IC,177.8~181.5,3.7,72738.0,79975.0,83003.0,81247.0,"88,327",56975,8469,316963.0,익산JCT,익산IC,"(35.943020270739, 127.089865160674)","(35.9908159023885, 127.11396613014)",0,0
224,,익산IC~논산JCT,181.5~194.2,12.7,74266.0,67682.0,81017.0,77350.0,"84,870",53934,10808,300315.0,익산IC,논산JCT,"(35.9908159023885, 127.11396613014)","(36.08193482543607, 127.10267530508318)",2,6
225,논산천안선,논산JCT~연무IC,194.2~202.6,8.4,34648.0,37120.0,36126.0,38799.0,"39,983",25048,3865,146693.0,논산JCT,연무IC,"(36.08193482543607, 127.10267530508318)","(36.1475955996361, 127.060336427652)",0,6
226,,연무IC~서논산IC,202.6~211.3,8.7,36537.0,39223.0,38626.0,41552.0,"43,813",27445,4233,155938.0,연무IC,서논산IC,"(36.1475955996361, 127.060336427652)","(36.2245980684381, 127.053023481395)",0,0
227,,서논산IC~탄천IC,211.3~219.7,8.4,37732.0,39978.0,40665.0,43017.0,"45,733",28654,4419,161392.0,서논산IC,탄천IC,"(36.2245980684381, 127.053023481395)","(36.2988600802517, 127.067337419386)",0,0
228,,탄천IC~남공주IC,219.7~234.2,14.5,37796.0,40078.0,40730.0,43272.0,"46,024",28830,4448,161876.0,탄천IC,남공주IC,"(36.2988600802517, 127.067337419386)","(36.4264946402298, 127.080895925189)",0,6
229,,남공주IC~공주JCT,234.2~241.2,7.0,39751.0,42141.0,42916.0,45864.0,"48,534",30407,4692,170672.0,남공주IC,공주JCT,"(36.4264946402298, 127.080895925189)","(36.4856391678386, 127.09184036976)",0,12
230,,공주JCT~북공주JCT,241.2~243.4,2.2,45414.0,48183.0,48578.0,51987.0,"54,827",38070,5076,194162.0,공주JCT,북공주JCT,"(36.4856391678386, 127.09184036976)","(36.5027550660491, 127.103705921829)",0,1
231,,북공주JCT~정안IC,243.4~257.4,14.0,54404.0,56952.0,56557.0,61895.0,"64,923",45097,6012,229808.0,북공주JCT,정안IC,"(36.5027550660491, 127.103705921829)","(36.6249602680133, 127.120424455221)",0,7
232,,정안IC~남풍세IC,257.4~269.6,12.2,64453.0,66093.0,66823.0,71774.0,"74,055",51440,6862,269143.0,정안IC,남풍세IC,"(36.6249602680133, 127.120424455221)","(36.7230631473258, 127.141438588108)",0,0
233,,남풍세IC~남천안IC,269.6~273.7,4.1,59501.0,61482.0,62459.0,64348.0,"69,005",47916,6386,247790.0,남풍세IC,남천안IC,"(36.7230631473258, 127.141438588108)","(36.7540458459772, 127.164967506816)",0,0
234,,남천안IC~천안JCT,273.7~275.1,1.4,65609.0,67912.0,68315.0,69719.0,"74,054",51431,6855,271555.0,남천안IC,천안JCT,"(36.7540458459772, 127.164967506816)","(36.769799552082, 127.180834688802)",0,0
235,순천완주선,동순천IC~순천JCT,0~5.6,5.6,15046.0,14981.0,13928.0,14200.0,"15,582",10326,1281,58155.0,동순천IC,순천JCT,"(34.9484829888067, 127.552156520343)","(34.9910833303128, 127.539000973123)",0,0
236,,순천JCT~황전IC,5.6~25,19.4,20868.0,23854.0,22555.0,22963.0,"25,277",15950,1975,90240.0,순천JCT,황전IC,"(34.9910833303128, 127.539000973123)","(35.1467255506433, 127.456747198044)",0,0
237,,황전IC~구례화엄사IC,25~37.8,12.8,18699.0,21583.0,19940.0,20524.0,"23,769",14849,1854,80746.0,황전IC,구례화엄사IC,"(35.1467255506433, 127.456747198044)","(35.2499896147959, 127.419206985215)",2,1
238,,구례화엄사IC~서남원IC,37.8~52.6,14.8,22743.0,23793.0,24505.0,24744.0,"26,389",16171,2831,95785.0,구례화엄사IC,서남원IC,"(35.2499896147959, 127.419206985215)","(35.3611304005518, 127.337576558644)",0,1
239,,서남원IC~남원JCT,52.6~58.3,5.7,20176.0,20846.0,23094.0,24087.0,"26,616",16863,2656,88203.0,서남원IC,남원JCT,"(35.3611304005518, 127.337576558644)","(35.4053325089503, 127.307371983789)",0,0
240,,남원JCT~북남원IC,58.3~62.1,3.8,22502.0,19090.0,20050.0,19921.0,"22,812",14966,1432,81563.0,남원JCT,북남원IC,"(35.4053325089503, 127.307371983789)","(35.4387299650346, 127.312256652246)",0,1
241,,북남원IC~오수IC,62.1~75.8,13.7,21138.0,24168.0,22342.0,23398.0,"26,943",16015,2914,91046.0,북남원IC,오수IC,"(35.4387299650346, 127.312256652246)","(35.5539214834079, 127.32142894617)",2,3
242,,오수IC~임실IC,75.8~85.6,9.8,27310.0,26611.0,26165.0,27270.0,"30,439",18019,3520,107356.0,오수IC,임실IC,"(35.5539214834079, 127.32142894617)","(35.6309504632056, 127.315559211068)",0,0
243,,임실IC~상관IC,85.6~103.5,17.9,24534.0,22586.0,25061.0,25266.0,"29,126",17192,3588,97447.0,임실IC,상관IC,"(35.6309504632056, 127.315559211068)","(35.7583458286661, 127.218969830335)",0,3
244,,상관IC~동전주IC,103.5~113.3,9.8,19736.0,19082.0,21061.0,21644.0,"24,881",14644,2940,81523.0,상관IC,동전주IC,"(35.7583458286661, 127.218969830335)","(35.8462077707643, 127.189403238194)",0,2
245,,동전주IC~완주JCT,113.3~117.8,4.5,23014.0,26785.0,24637.0,23852.0,"25,774",15205,2961,98288.0,동전주IC,완주JCT,"(35.8462077707643, 127.189403238194)","(35.8837133274671, 127.173332315702)",0,0
246,구리포천선,남구리IC~중랑IC,0~5.2,5.2,37948.0,39296.0,51705.0,52399.0,"56,807",44664,6241,181348.0,남구리IC,중랑IC,"(37.5787914213727, 127.135189247836)","(37.6112380746607, 127.11459880103)",0,6
247,,중랑IC~남별내IC,5.2~12.4,7.2,58174.0,54102.0,64900.0,68056.0,"74,676",57243,8534,245232.0,중랑IC,남별내IC,"(37.6112380746607, 127.11459880103)","(37.6726458030119, 127.137916533018)",0,25
248,,남별내IC~동의정부IC,12.4~19,6.6,46285.0,53670.0,60887.0,62922.0,"69,626",52179,8431,223764.0,남별내IC,동의정부IC,"(37.6726458030119, 127.137916533018)","(37.7205291136635, 127.112385053696)",0,9
249,,동의정부IC~민락IC,19~22.3,3.3,48396.0,57047.0,62571.0,63882.0,"71,806",52612,9359,231896.0,동의정부IC,민락IC,"(37.7205291136635, 127.112385053696)","(37.7477541566614, 127.121916467819)",0,0
250,,민락IC~소흘IC,22.3~28.2,5.9,43665.0,47395.0,53730.0,56412.0,"62,789",45440,9085,201202.0,민락IC,소흘IC,"(37.7477541566614, 127.121916467819)","(37.7988785104924, 127.131892367963)",0,0
251,,소흘IC~소흘JCT,28.2~30.4,2.2,36734.0,42414.0,47935.0,49578.0,"55,800",39487,8512,176661.0,소흘IC,소흘JCT,"(37.7988785104924, 127.131892367963)","(37.8154536203111, 127.143310553418)",0,0
252,,소흘JCT~선단IC,30.4~34.9,4.5,49767.0,47021.0,45930.0,46785.0,"46,026",32100,7256,189503.0,소흘JCT,선단IC,"(37.8154536203111, 127.143310553418)","(37.8463020872058, 127.170524528222)",0,0
253,,선단IC~포천IC,34.9~40.9,6.0,31887.0,36575.0,33522.0,35030.0,"36,987",25105,5450,137014.0,선단IC,포천IC,"(37.8463020872058, 127.170524528222)","(37.8816535525729, 127.219470692587)",0,0
254,,포천IC~신북IC,40.9~44.6,3.7,18847.0,21735.0,23105.0,22210.0,"26,720",17544,4265,85897.0,포천IC,신북IC,"(37.8816535525729, 127.219470692587)","(37.914081203383, 127.217046957023)",0,0
255,,소흘JCT~옥정IC,44.6~48.8,4.2,8175.0,9904.0,11696.0,11834.0,"12,794",8728,1813,41609.0,소흘JCT,옥정IC,"(37.8154536203111, 127.143310553418)","(37.8353119351643, 127.108414848853)",0,1
256,,옥정IC~양주IC,48.8~50.6,1.8,7034.0,8944.0,10267.0,10192.0,"11,098",7387,1715,36437.0,옥정IC,양주IC,"(37.8353119351643, 127.108414848853)","(37.8428699661975, 127.085521914108)",0,0
257,당진영덕선,당진JCT~면천IC,0~4,4.0,20690.0,19789.0,20299.0,19395.0,"21,479",13824,1428,80173.0,당진JCT,면천IC,"(36.8517687066234, 126.61944891711)","(36.8235424129591, 126.647448749545)",0,0
258,,면천IC~고덕IC,4~12.6,8.6,21015.0,22066.0,21740.0,20543.0,"22,714",14514,1834,85364.0,면천IC,고덕IC,"(36.8235424129591, 126.647448749545)","(36.7619156282422, 126.705099896522)",0,2
259,,고덕IC~예산수덕사IC,12.6~24.3,11.7,18511.0,19960.0,19973.0,20072.0,"21,803",13976,1843,78516.0,고덕IC,예산수덕사IC,"(36.7619156282422, 126.705099896522)","(36.6771615802388, 126.775344508741)",0,1
260,,예산수덕사IC~신양IC,24.3~36.8,12.5,24732.0,20737.0,25335.0,24943.0,"27,660",17671,2686,95747.0,예산수덕사IC,신양IC,"(36.6771615802388, 126.775344508741)","(36.5952322745541, 126.868262961721)",2,0
261,,신양IC~유구IC,36.8~47.3,10.5,24665.0,25477.0,24372.0,24265.0,"27,816",19386,2140,98779.0,신양IC,유구IC,"(36.5952322745541, 126.868262961721)","(36.5651177903769, 126.975602133986)",0,0
262,,유구IC~마곡사IC,47.3~56.4,9.1,26105.0,28570.0,28357.0,27994.0,"30,259",21016,2644,111026.0,유구IC,마곡사IC,"(36.5651177903769, 126.975602133986)","(36.4949576307549, 127.024081187642)",0,0
263,,마곡사IC~서공주JCT,56.4~60.2,3.8,29840.0,27897.0,30775.0,29371.0,"31,570",21847,3116,117883.0,마곡사IC,서공주JCT,"(36.4949576307549, 127.024081187642)","(36.4862332594855, 127.065530621465)",0,0
264,,서공주JCT~공주JCT,60.2~62.9,2.7,40624.0,36962.0,44373.0,44607.0,"46,577",31713,5254,166566.0,서공주JCT,공주JCT,"(36.4862332594855, 127.065530621465)","(36.4856391678386, 127.09184036976)",0,11
265,,공주JCT~공주IC,62.9~65.8,2.9,28912.0,30789.0,28837.0,28044.0,"32,796",22744,3368,116582.0,공주JCT,공주IC,"(36.4856391678386, 127.09184036976)","(36.4914520182323, 127.121646008639)",0,1
266,,공주IC~서세종IC,65.8~72.8,7.0,33726.0,33804.0,35903.0,34939.0,"36,780",26458,3541,138372.0,공주IC,서세종IC,"(36.4914520182323, 127.121646008639)","(36.4949233104063, 127.194975278733)",1,1
